variant,regularized,train_cd_rmse,seen_test_cd_rmse,unseen_test_cd_rmse,train_cd_mard_pct,seen_test_cd_mard_pct,unseen_test_cd_mard_pct,train_m_flow_rmse,seen_test_m_flow_rmse,unseen_test_m_flow_rmse,train_m_flow_mard_pct,seen_test_m_flow_mard_pct,unseen_test_m_flow_mard_pct,save_path
default,False,10.199986092449302,6.602068776808026,16.73903601551887,5.497507116322849,3.8255306317246163,7.5197672938024995,726.1188577294514,457.76604620369625,1655.790331198702,5.49750711632285,3.8255306317246154,7.5197672938024995,C:\Users\Link\Desktop\DSO\outputs\alldata_dso_hou\default\dso_logs\default
regularized_low_complexity,True,93.47540539368306,63.854302357178355,62.24548907828888,45.756479554348,37.214980885649176,36.38031748732162,7794.159565484305,5308.476522040978,7094.511550819931,45.756479554348,37.214980885649176,36.38031748732162,C:\Users\Link\Desktop\DSO\outputs\alldata_dso_hou\reg_low\dso_logs\reg_low
