source_folder,source_file,family,system_label,refrigerant,pi1,pi2,pi3,pi4,pi5,m_flow_g_s,m_flow_kg_s,Pin_Pa,Pout_Pa,deltaP_Pa,subcooling_K,Tin_K,rho_in_kg_m3,pcrit_Pa,tcrit_K,Aref_m2,Cd_true,dataset_sha256
newdata,fixed_data_simple_B2W35_R290.pkl,B2W35_R290,simple,R290,0.1922162349932078,0.014602557435007732,1.775021418990752,2.6716681506991953e-06,2.027680063247682,11356.04890823365,11.35604890823365,1215874.0234375,398724.36523437494,817149.658203125,5.40133996963501,302.67937914184455,485.66856946870763,4251200.0,369.89,2.544690049407732e-06,158.4005057483913,8527446be505a216a7db933e163be51d80abc6bc4152276c1bbee8df37125695
newdata,fixed_data_simple_B2W35_R290.pkl,B2W35_R290,simple,R290,0.19403528709540835,0.014201081792701528,1.7709592690202927,2.6512866223409484e-06,2.377690315246581,13593.026885986328,13.593026885986328,1220952.1484375,396069.3359375,824882.8125,5.252838144302368,303.0028161690582,485.13602109684615,4251200.0,369.89,2.544690049407732e-06,188.8158283507113,8527446be505a216a7db933e163be51d80abc6bc4152276c1bbee8df37125695
newdata,fixed_data_simple_B2W35_R290.pkl,B2W35_R290,simple,R290,0.19731539552894625,0.01613476941009879,1.7583538397364236,2.588453475733078e-06,3.099999904632569,18186.833457946777,18.18683345794678,1236933.59375,398106.38427734375,838827.2094726562,5.9680898571014405,302.8346551366477,485.4770927897644,4251200.0,369.89,2.544690049407732e-06,250.43012739821683,8527446be505a216a7db933e163be51d80abc6bc4152276c1bbee8df37125695
newdata,fixed_data_simple_B2W35_R290.pkl,B2W35_R290,simple,R290,0.20216574649143182,0.015555396548358863,1.7586034826547496,2.5896917699254484e-06,3.7599999904632573,21845.205039978027,21.845205039978026,1236613.76953125,377166.748046875,859447.021484375,5.75378562927246,303.03806171945695,485.13004868748084,4251200.0,369.89,2.544690049407732e-06,297.28130093946737,8527446be505a216a7db933e163be51d80abc6bc4152276c1bbee8df37125695
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.3043219609775622,0.015372649819354156,1.4788938152881894,1.3590215054203458e-06,1.097647862434387,6467.321290969849,6.467321290969849,1704423.828125,410690.3076171876,1293733.5205078125,5.6861894416809085,317.22501210482653,461.0927418085678,4251200.0,369.89,2.544690049407732e-06,73.57969598394877,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.306379987998793,0.015379544872543931,1.4768092383374178,1.3510491264902775e-06,1.345422434806823,8747.664966583252,8.747664966583253,1708972.16796875,406489.56298828125,1302482.6049804688,5.688739852905274,317.3448821626536,460.8775916430463,4251200.0,369.89,2.544690049407732e-06,99.21183665688517,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.30917927516238064,0.015094112591260174,1.4722320270258327,1.3336072719369462e-06,1.74949049949646,11112.153244018567,11.112153244018568,1719030.76171875,404647.8271484375,1314382.9345703125,5.583161306381226,317.72034488586354,460.1815393408355,4251200.0,369.89,2.544690049407732e-06,125.55175287672957,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.31257025675976413,0.0167003694913977,1.466562266011778,1.3121232722038478e-06,2.073364193439486,13404.256086349484,13.404256086349484,1731628.41796875,402829.7424316406,1328798.6755371094,6.177299671173095,317.46258601942645,460.7537772641995,4251200.0,369.89,2.544690049407732e-06,150.53198258648808,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.31245744537939285,0.01639343672591007,1.466860503568332,1.3132500193185484e-06,2.6329282331466675,17921.837463378903,17.921837463378903,1730961.9140625,402642.822265625,1328319.091796875,6.063768310546875,317.5583656654106,460.5608921297448,4251200.0,369.89,2.544690049407732e-06,201.3436367137796,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
newdata,fixed_data_simple_B2W50_R290.pkl,B2W50_R290,simple,R290,0.321673880316146,0.018190788698684995,1.4560750501822768,1.272738645387481e-06,3.2011106777191163,21842.201576232907,21.842201576232906,1755341.796875,387841.79687500006,1367500.0,6.728590831756592,317.5396381160002,460.71556264112485,4251200.0,369.89,2.544690049407732e-06,241.80563231350567,f01183a5fe4792ee0ccf78fd9cb885f3aa59e67eb9afdd62384f34e4df694a3e
