pi1,pi2,pi3,pi4,pi5,Cd_true
0.3152331150156867,0.015319065925329799,1.4809764546337245,1.367004535892621e-06,0.9772000145912171,62.01173202090142
0.3165570963671839,0.014667154244737949,1.4798154183502354,1.3625519048099879e-06,1.2401910769939426,84.04782012455601
0.31841358476264786,0.014672922506030483,1.4784880325367764,1.3574681879536528e-06,1.7948918128013602,128.8804413793323
0.32041949529507846,0.01504659450316185,1.4761510006563168,1.3485354822619348e-06,2.2986857700347914,170.89596583933837
0.3251185935827678,0.015554281809848927,1.4669064033473738,1.3134234625167102e-06,2.8798314332962036,216.1986669926427
0.45816438019522426,0.015342740221819471,1.2633474408111605,6.32303723096115e-07,1.0883842897415212,68.6496602958242
0.4640406219861451,0.015249244816585768,1.258866149038394,6.193341109920934e-07,1.340244336128234,86.76896725500978
0.46990817769559917,0.01645820946352961,1.252923105844524,6.022718501503915e-07,2.0495533943176283,142.2247630612067
0.4747560161551812,0.017665339107947094,1.2483298219838095,5.891926322998523e-07,2.291008024215698,160.75909342077028
0.1604851179657729,0.013904562792885915,1.781226422957045,2.7029265458536005e-06,1.2070410537719722,91.78195017395109
0.16212513628964323,0.013460863193793613,1.7774032083961153,2.683648781288664e-06,1.6693999576568614,135.6742911682571
0.16439335212520875,0.014164183318925964,1.7707432687566211,2.650204675439462e-06,2.1594820022583003,181.4336377958222
0.16642729501146367,0.01575574400735058,1.7632669787947177,2.6128691018029437e-06,3.210000038146972,272.01109113320246
0.17175297563041023,0.017207569995933654,1.7434613447366236,2.515027882940773e-06,4.226064682006838,359.2581173426118
0.17346323635688526,0.016437047724628548,1.7478118802080997,2.5363870798489458e-06,4.721285820007322,393.5507264008767
0.275865065948291,0.015569625333579595,1.4764169731318122,1.349550947030315e-06,0.9514484804868698,67.29124347844864
0.2780103844989723,0.01522011991390144,1.475316708650757,1.3453521239651946e-06,1.3361898708343505,101.75360619326968
0.2820774088419152,0.016309171379258698,1.4696258764884178,1.3237153283341323e-06,1.8269209861755382,136.47631270325036
0.290052954487483,0.017971357930176783,1.4555656175136593,1.270837189128421e-06,2.6377457761764522,205.57561099835493
0.295883971226139,0.019589510247340545,1.4451679270825293,1.2322653606879442e-06,3.435548672676086,271.3771909967176
0.3009925357013167,0.020051155032578906,1.4410617139891788,1.2171576242397118e-06,4.147958507537841,333.51886112889895
0.42494722537901064,0.016602031486342303,1.2567238645844312,6.131655504731021e-07,1.1931684708595278,78.12014186041125
0.43167355458091244,0.017311374179902275,1.2498679103247035,5.935617940844423e-07,1.5890244030952443,107.03927524060555
0.4496294078317225,0.0214491869212196,1.2311543637767761,5.411228719450763e-07,2.2261896133422883,163.43301762551917
0.4608807547629934,0.023885766298812353,1.2187112864599732,5.071262689150696e-07,2.863331079483031,218.87790445091466
0.47079358371882496,0.0249047784568871,1.2143909778170119,4.954859585180412e-07,2.990243701934814,224.74308012301077
0.18646023441267318,0.013523175673923235,1.7803676735947227,2.698591478762992e-06,0.9700000000000002,65.73543131635724
0.187421087308804,0.01354882247179377,1.7823382945178956,2.7085437072854787e-06,1.2684400010108938,97.02314579060898
0.19021427267962573,0.013453447305359151,1.7776649403799873,2.684966678583106e-06,1.5844018316268906,127.86371377759194
0.19403528709540835,0.014201081792701528,1.7709592690202927,2.6512866223409484e-06,2.377690315246581,188.8158283507113
0.19731539552894625,0.01613476941009879,1.7583538397364236,2.588453475733078e-06,3.099999904632569,250.43012739821683
0.20216574649143182,0.015555396548358863,1.7586034826547496,2.5896917699254484e-06,3.7599999904632573,297.28130093946737
0.3043219609775622,0.015372649819354156,1.4788938152881894,1.3590215054203458e-06,1.097647862434387,73.57969598394877
0.306379987998793,0.015379544872543931,1.4768092383374178,1.3510491264902775e-06,1.345422434806823,99.21183665688517
0.31257025675976413,0.0167003694913977,1.466562266011778,1.3121232722038478e-06,2.073364193439486,150.53198258648808
0.31245744537939285,0.01639343672591007,1.466860503568332,1.3132500193185484e-06,2.6329282331466675,201.3436367137796
0.321673880316146,0.018190788698684995,1.4560750501822768,1.272738645387481e-06,3.2011106777191163,241.80563231350567
0.4457686958700632,0.01604432571626882,1.2618445525600082,6.279441587777329e-07,1.0073999929428121,58.50125684604596
0.44972796973134055,0.015713287491091826,1.261031656037506,6.255903007119295e-07,1.197580814361571,78.86536741277494
0.4654492746854932,0.017951750098497136,1.2465607178868892,5.841803105088779e-07,1.739213585853578,118.63267866480459
0.4687661374472208,0.019339270943540054,1.2412499020391647,5.692175280340875e-07,2.261236190795899,163.6046112624924
0.4789310781229785,0.02063925931651522,1.2306850153351712,5.398278712029117e-07,2.5777270650863646,184.87104410689548
0.1729113112547634,0.01355449157302734,1.7822331630188177,2.7080123763684337e-06,1.0860000038146973,78.48220914871546
0.17635982916863915,0.014081896816186526,1.7775252045136973,2.684263034010031e-06,1.3584681320190433,113.39934721172594
0.17825411278635298,0.013912168364251676,1.773063047300323,2.661834065433908e-06,1.843361566066741,152.11148028676433
0.18124923160482628,0.015431068862015328,1.7644323740103307,2.6186744424362968e-06,2.775000095367431,226.25171737272868
0.18469566773058194,0.016830624994942478,1.7510056083499996,2.552114471396263e-06,3.5918068218231203,301.1475774212673
0.19205306587606885,0.016675696091568253,1.7472133567827857,2.5334441577680176e-06,4.313363008499145,352.8931784604187
0.28940436980937,0.015475989245334526,1.478870265787706,1.3589313402958557e-06,0.9079999923706054,56.765002204859094
0.29190495627061924,0.014985882919127122,1.4783457556451653,1.3569237209329085e-06,1.1978471851348877,85.19576543728196
0.2933136089699673,0.015075238172746724,1.476310454430137,1.3491442305242247e-06,1.4863273406028739,116.38542266532737
0.30267935836499105,0.017093097339526894,1.4610011197577628,1.291181195931587e-06,2.333717775344849,175.12622838285398
0.3100267782846608,0.01942385965614553,1.4469608912221423,1.2388842992448074e-06,3.0305484676361063,231.5753490443934
0.31082977421264874,0.018627316803050294,1.4493296395184845,1.2476494861025419e-06,3.7122164821624755,288.32791355072334
0.43573462070268393,0.01611013514832693,1.2603472931089523,6.236109086486061e-07,1.032436711788177,67.03058825905846
0.4427310798596205,0.01684080009065459,1.2540118166391583,6.053857211749174e-07,1.3419543504714984,91.56973331440373
0.45778563832895713,0.019571788493610236,1.2385877239795033,5.617646014972417e-07,1.964358925819398,141.54642415338557
0.4699394763031982,0.022212639861534992,1.2257265974731137,5.262074515561394e-07,2.5759630203247084,188.752499776894
0.48169770274881946,0.024217769516887623,1.2182678226087382,5.059275457084349e-07,2.767285971641541,202.1944576303469
