dataset,target,mse,rmse,mae,mard_pct
train,Cd,8737.651413513393,93.47540539368306,71.66709079947209,45.756479554348
seen_test,Cd,4077.371929521953,63.854302357178355,55.185690269549305,37.214980885649176
unseen_test,Cd,3874.5009105953795,62.24548907828888,54.31621398176815,36.38031748732162
train,m_flow_g_s,60748923.332230486,7794.159565484305,5977.229106375299,45.756479554348
seen_test,m_flow_g_s,28179922.985060275,5308.476522040978,4552.366369465782,37.214980885649176
unseen_test,m_flow_g_s,50332094.14471742,7094.511550819931,6250.6207856832225,36.38031748732162
