r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success,expression_named,expression_pretty,m_flow_formula
0.4340471532003784,1,0,x3 + x3/x2,"add,add,div,x3,x2,sub,x3,mul,div,x5,x4,x4,x5",1.7001477824406095,1.7001477824406095,False,pi3 + pi3/pi2,"      pi3
pi3 + ---
      pi2",Aref_m2 * (pi3 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4337750143178417,1,0,-x1 + x2 + x3 + x5 + x3/x2,"sub,x3,sub,x1,add,add,x2,div,x3,x2,x5",1.7039191870816546,1.7039191870816546,False,-pi1 + pi2 + pi3 + pi5 + pi3/pi2,"                         pi3
-pi1 + pi2 + pi3 + pi5 + ---
                         pi2",Aref_m2 * (-pi1 + pi2 + pi3 + pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.433647123986973,1,0,x5 + x5/x4 + x3/x2,"add,div,x3,x2,add,div,x5,x4,x5",1.7056946200755,1.7056946200755,False,pi5 + pi5/pi4 + pi3/pi2,"      pi5   pi3
pi5 + --- + ---
      pi4   pi2",Aref_m2 * (pi5 + pi5/pi4 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4331944081161306,1,0,x1*(x1 + x3/x1)/x2,"mul,div,add,x1,div,x3,x1,sub,add,x4,x2,x4,x1",1.7119953019112484,1.7119953019112484,False,pi1*(pi1 + pi3/pi1)/pi2,"    /      pi3\
pi1*|pi1 + ---|
    \      pi1/
---------------
      pi2      ",Aref_m2 * (pi1*(pi1 + pi3/pi1)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4328230192636924,1,0,(x2*(x2*x5 + 2*x2 + x5) + x3)/x2,"div,add,mul,add,mul,x2,x5,add,add,x5,x2,x2,x2,x3,x2",1.7171826519734636,1.7171826519734636,False,(pi2*(pi2*pi5 + 2*pi2 + pi5) + pi3)/pi2,"pi2*(pi2*pi5 + 2*pi2 + pi5) + pi3
---------------------------------
               pi2               ",Aref_m2 * ((pi2*(pi2*pi5 + 2*pi2 + pi5) + pi3)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4327339533211463,1,0,x4*(x2 + x3/x2)/x5 + x5 + x4/x3,"add,div,x4,x3,add,div,add,x2,div,x3,x2,div,x5,x4,x5",1.7184291666044025,1.7184291666044025,False,pi4*(pi2 + pi3/pi2)/pi5 + pi5 + pi4/pi3,"    /      pi3\            
pi4*|pi2 + ---|            
    \      pi2/         pi4
--------------- + pi5 + ---
      pi5               pi3",Aref_m2 * (pi4*(pi2 + pi3/pi2)/pi5 + pi5 + pi4/pi3) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4327339526603043,1,0,x2 + x5 + x3/x2,"add,x5,add,add,x2,sub,div,x3,x2,x1,x1",1.7184291758567405,1.7184291758567405,False,pi2 + pi5 + pi3/pi2,"            pi3
pi2 + pi5 + ---
            pi2",Aref_m2 * (pi2 + pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4327139398197767,1,0,x5 + x3/x2,"add,x5,div,x3,add,x2,sub,x4,x4",1.7187093966738958,1.7187093966738958,False,pi5 + pi3/pi2,"      pi3
pi5 + ---
      pi2",Aref_m2 * (pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4326939236527088,1,0,-x2 + x5 + x3/x2,"sub,x5,sub,x2,div,x3,x2",1.718989712851825,1.718989712851825,False,-pi2 + pi5 + pi3/pi2,"             pi3
-pi2 + pi5 + ---
             pi2",Aref_m2 * (-pi2 + pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4325888275756804,1,0,x5 - 1/x5 + x3/x2,"sub,x5,sub,div,x2,mul,x5,x2,div,x3,x2",1.7204623305890543,1.7204623305890543,False,pi5 - 1/pi5 + pi3/pi2,"       1    pi3
pi5 - --- + ---
      pi5   pi2",Aref_m2 * (pi5 - 1/pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4324347602340781,1,0,-x1 + x2 + x5 + x3/x2,"sub,x5,sub,x1,add,x2,div,div,mul,x1,x3,x1,x2",1.7226235735879318,1.7226235735879318,False,-pi1 + pi2 + pi5 + pi3/pi2,"                   pi3
-pi1 + pi2 + pi5 + ---
                   pi2",Aref_m2 * (-pi1 + pi2 + pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4309659521712031,1,0,(x2*x3**2 + x3)/x2,"div,add,mul,mul,mul,x2,x3,x3,div,x4,x4,x3,x2",1.7433740787973595,1.7433740787973595,False,(pi2*pi3**2 + pi3)/pi2,"       2      
pi2*pi3  + pi3
--------------
     pi2      ",Aref_m2 * ((pi2*pi3**2 + pi3)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303717574794232,1,0,x3 + (x3 - x4)/x2,"add,x5,sub,x3,sub,x5,div,sub,x3,x4,x2",1.7518442829690188,1.7518442829690188,False,pi3 + (pi3 - pi4)/pi2,"      pi3 - pi4
pi3 + ---------
         pi2   ",Aref_m2 * (pi3 + (pi3 - pi4)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303717506848926,1,0,x3*x4*(x3 + x4) + x3 + x3/x2,"add,mul,x4,mul,x3,add,x4,x3,add,div,x3,x2,x3",1.75184438007583,1.75184438007583,False,pi3*pi4*(pi3 + pi4) + pi3 + pi3/pi2,"                            pi3
pi3*pi4*(pi3 + pi4) + pi3 + ---
                            pi2",Aref_m2 * (pi3*pi4*(pi3 + pi4) + pi3 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303717497657381,1,0,x3 + x3/x2**2,"add,div,add,sub,mul,div,div,x4,x2,x4,x3,x2,x2,x2,x3",1.7518443932123025,1.7518443932123025,False,pi3 + pi3/pi2**2,"      pi3 
pi3 + ----
         2
      pi2 ",Aref_m2 * (pi3 + pi3/pi2**2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303717489049301,1,0,x3 - x4 + x3/x2,"add,div,x3,x2,add,x3,sub,mul,sub,x3,x3,x4,x4",1.751844405514893,1.751844405514893,False,pi3 - pi4 + pi3/pi2,"            pi3
pi3 - pi4 + ---
            pi2",Aref_m2 * (pi3 - pi4 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303690776668549,1,0,-x2 + x3 + x3/(x2 + x4),"sub,add,x3,div,x3,add,x2,x4,x2",1.751882583052099,1.751882583052099,False,-pi2 + pi3 + pi3/(pi2 + pi4),"                pi3   
-pi2 + pi3 + ---------
             pi2 + pi4",Aref_m2 * (-pi2 + pi3 + pi3/(pi2 + pi4)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303545534545571,1,0,x3 + x3/(x2*x3/x4 - x4),"add,div,x3,sub,div,mul,mul,div,x3,x4,x3,x2,x3,x4,x3",1.7520901797708792,1.7520901797708792,False,pi3 + pi3/(pi2*pi3/pi4 - pi4),"           pi3     
pi3 + -------------
      pi2*pi3      
      ------- - pi4
        pi4        ",Aref_m2 * (pi3 + pi3/(pi2*pi3/pi4 - pi4)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4303372920873261,1,0,x3 - x3/(-x2 + 2*x4),"sub,x3,div,x3,sub,add,x4,x4,x2",1.752336933270246,1.752336933270246,False,pi3 - pi3/(-pi2 + 2*pi4),"          pi3     
pi3 - ------------
      -pi2 + 2*pi4",Aref_m2 * (pi3 - pi3/(-pi2 + 2*pi4)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4299528536117249,1,0,x5/(x3*x4) + x3/x2,"add,div,x5,mul,x3,x4,div,x3,x2",1.757842176747086,1.757842176747086,False,pi5/(pi3*pi4) + pi3/pi2,"  pi5     pi3
------- + ---
pi3*pi4   pi2",Aref_m2 * (pi5/(pi3*pi4) + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4292992997532433,1,0,x1 + x3/x2,"add,div,x3,x2,x1",1.7672437347941314,1.7672437347941314,False,pi1 + pi3/pi2,"      pi3
pi1 + ---
      pi2",Aref_m2 * (pi1 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4292992997532433,1,0,x1 + x3/x2,"add,x1,div,x3,x2",1.7672437347941314,1.7672437347941314,False,pi1 + pi3/pi2,"      pi3
pi1 + ---
      pi2",Aref_m2 * (pi1 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4291945858538422,1,0,x3/(x2 + x4/(x1**2*(x2 + 2*x3))),"div,x3,add,div,x4,mul,mul,add,add,x3,x2,x3,x1,x1,x2",1.7687550705604422,1.7687550705604422,False,pi3/(pi2 + pi4/(pi1**2*(pi2 + 2*pi3))),"          pi3           
------------------------
             pi4        
pi2 + ------------------
         2              
      pi1 *(pi2 + 2*pi3)",Aref_m2 * (pi3/(pi2 + pi4/(pi1**2*(pi2 + 2*pi3)))) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4290268177844804,1,0,x2*x3 + x3/x2,"add,mul,x2,x3,div,x3,x2",1.7711793529833415,1.7711793529833415,False,pi2*pi3 + pi3/pi2,"          pi3
pi2*pi3 + ---
          pi2",Aref_m2 * (pi2*pi3 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4290173316041676,1,0,x2 + x4 + x3/x2,"sub,x3,sub,x3,add,add,x4,div,x3,x2,x2",1.7713165364499597,1.7713165364499597,False,pi2 + pi4 + pi3/pi2,"            pi3
pi2 + pi4 + ---
            pi2",Aref_m2 * (pi2 + pi4 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289976087081977,1,0,x3/(-x2*x4*(-x2 + x5) + x2),"div,x3,sub,x2,mul,div,mul,sub,x5,x2,mul,x2,x4,x1,x1",1.771601793602945,1.771601793602945,False,pi3/(-pi2*pi4*(-pi2 + pi5) + pi2),"            pi3            
---------------------------
-pi2*pi4*(-pi2 + pi5) + pi2",Aref_m2 * (pi3/(-pi2*pi4*(-pi2 + pi5) + pi2)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.428997559714604,1,0,x2**2 + x3/x2,"add,mul,x2,x2,div,x3,x2",1.771602502270743,1.771602502270743,False,pi2**2 + pi3/pi2,"   2   pi3
pi2  + ---
       pi2",Aref_m2 * (pi2**2 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289974425067567,1,0,(x1*x4/(-x1 + x2*x5/x1) + x3)/x2,"div,add,mul,x4,div,x1,sub,div,x2,div,x1,x5,x1,x3,x2",1.7716041976247876,1.7716041976247876,False,(pi1*pi4/(-pi1 + pi2*pi5/pi1) + pi3)/pi2,"   pi1*pi4          
-------------- + pi3
       pi2*pi5      
-pi1 + -------      
         pi1        
--------------------
        pi2         ",Aref_m2 * ((pi1*pi4/(-pi1 + pi2*pi5/pi1) + pi3)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971596575048,1,0,x4*x5 + (x3 + x4)/x2,"add,div,add,x3,x4,x2,mul,x5,x4",1.771608288907692,1.771608288907692,False,pi4*pi5 + (pi3 + pi4)/pi2,"          pi3 + pi4
pi4*pi5 + ---------
             pi2   ",Aref_m2 * (pi4*pi5 + (pi3 + pi4)/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971547491154,1,0,x4 + x3*(-x2 + x4)/(x2*x4),"add,x4,mul,mul,x2,div,div,div,sub,x4,x2,x4,x2,x2,x3",1.7716083599053511,1.7716083599053511,False,pi4 + pi3*(-pi2 + pi4)/(pi2*pi4),"      pi3*(-pi2 + pi4)
pi4 + ----------------
          pi2*pi4     ",Aref_m2 * (pi4 + pi3*(-pi2 + pi4)/(pi2*pi4)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971537969835,1,0,x3*x4/x2**2,"div,x3,mul,add,sub,x3,x3,x2,div,x2,x4",1.7716083736775154,1.7716083736775154,False,pi3*pi4/pi2**2,"pi3*pi4
-------
     2 
  pi2  ",Aref_m2 * (pi3*pi4/pi2**2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971537969835,1,0,x3/x2,"sub,add,div,x3,x2,x3,x3",1.7716083736775154,1.7716083736775154,False,pi3/pi2,"pi3
---
pi2",Aref_m2 * (pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971537969835,1,0,x3/x2,"div,x3,mul,x2,div,x3,x3",1.7716083736775154,1.7716083736775154,False,pi3/pi2,"pi3
---
pi2",Aref_m2 * (pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289971537969833,1,0,x3/x2,"div,x3,add,x2,sub,add,x5,sub,x3,x5,x3",1.771608373677518,1.771608373677518,False,pi3/pi2,"pi3
---
pi2",Aref_m2 * (pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289968912822482,1,0,x3*(x4 + x5)/(x2*(-x4 + x5)),"mul,div,div,add,x4,mul,div,x5,x3,x3,sub,x5,x4,x2,x3",1.7716121708403407,1.7716121708403407,False,pi3*(pi4 + pi5)/(pi2*(-pi4 + pi5)),"pi3*(pi4 + pi5) 
----------------
pi2*(-pi4 + pi5)",Aref_m2 * (pi3*(pi4 + pi5)/(pi2*(-pi4 + pi5))) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289812972516619,1,0,x3/(x2 - x4),"div,x3,sub,x2,x4",1.771837747429463,1.771837747429463,False,pi3/(pi2 - pi4),"   pi3   
---------
pi2 - pi4",Aref_m2 * (pi3/(pi2 - pi4)) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.428979709648417,1,0,x4/x5 + x3/x2,"add,div,x3,x2,div,sub,add,x5,x4,x5,x5",1.77186071474551,1.77186071474551,False,pi4/pi5 + pi3/pi2,"pi4   pi3
--- + ---
pi5   pi2",Aref_m2 * (pi4/pi5 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4289620539314249,1,0,x3/(x2 - x4*(x1 + x2*x4 - x2 + x3)),"div,x3,sub,x2,mul,add,x1,sub,add,mul,x4,x2,x3,x2,x4",1.7721161554884726,1.7721161554884726,False,pi3/(pi2 - pi4*(pi1 + pi2*pi4 - pi2 + pi3)),"                 pi3                 
-------------------------------------
pi2 - pi4*(pi1 + pi2*pi4 - pi2 + pi3)",Aref_m2 * (pi3/(pi2 - pi4*(pi1 + pi2*pi4 - pi2 + pi3))) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4287774872984263,1,0,-x1/x3 + x4 + x3/x2,"sub,add,x4,div,x3,x2,div,x1,x3",1.7747888054422238,1.7747888054422238,False,-pi1/pi3 + pi4 + pi3/pi2,"  pi1         pi3
- --- + pi4 + ---
  pi3         pi2",Aref_m2 * (-pi1/pi3 + pi4 + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.4287328557360974,1,0,-x1 + x2*(2*x1*x5 - x2) + x3/x2,"add,div,x3,x2,sub,mul,sub,mul,add,x5,x5,x1,x2,x2,x1",1.7754357487960826,1.7754357487960826,False,-pi1 + pi2*(2*pi1*pi5 - pi2) + pi3/pi2,"                               pi3
-pi1 + pi2*(2*pi1*pi5 - pi2) + ---
                               pi2",Aref_m2 * (-pi1 + pi2*(2*pi1*pi5 - pi2) + pi3/pi2) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
0.428693375807092,1,0,(-x4 + x5*(x2 + x3 + x4)/x2)/x5,"div,sub,mul,x5,div,add,add,x3,x4,x2,x2,x4,x5",1.776008228776494,1.776008228776494,False,(-pi4 + pi5*(pi2 + pi3 + pi4)/pi2)/pi5,"       pi5*(pi2 + pi3 + pi4)
-pi4 + ---------------------
                pi2         
----------------------------
            pi5             ",Aref_m2 * ((-pi4 + pi5*(pi2 + pi3 + pi4)/pi2)/pi5) * sqrt(2 * rho_in_kg_m3 * deltaP_Pa) * 1000
