r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.4290268177844804,1,0,x2*x3 + x3/x2,"add,mul,x2,x3,div,x3,x2",1.7711793529833415,1.7711793529833415,False
0.4290173316041676,1,0,x2 + x4 + x3/x2,"sub,x3,sub,x3,add,add,x4,div,x3,x2,x2",1.7713165364499595,1.7713165364499595,False
0.42899760870819775,1,0,x3/(-x2*x4*(-x2 + x5) + x2),"div,x3,sub,x2,mul,div,mul,sub,x5,x2,mul,x2,x4,x1,x1",1.771601793602945,1.771601793602945,False
0.42899755971460407,1,0,x2**2 + x3/x2,"add,mul,x2,x2,div,x3,x2",1.771602502270743,1.771602502270743,False
0.4289974425067567,1,0,(x1*x4/(-x1 + x2*x5/x1) + x3)/x2,"div,add,mul,x4,div,x1,sub,div,x2,div,x1,x5,x1,x3,x2",1.7716041976247876,1.7716041976247876,False
0.42899715965750485,1,0,x4*x5 + (x3 + x4)/x2,"add,div,add,x3,x4,x2,mul,x5,x4",1.771608288907692,1.771608288907692,False
0.42899715474911543,1,0,x4 + x3*(-x2 + x4)/(x2*x4),"add,x4,mul,mul,x2,div,div,div,sub,x4,x2,x4,x2,x2,x3",1.7716083599053511,1.7716083599053511,False
0.4289971537969835,1,0,x3*x4/x2**2,"div,x3,mul,add,sub,x3,x3,x2,div,x2,x4",1.7716083736775154,1.7716083736775154,False
0.4289971537969835,1,0,x3/x2,"sub,add,div,x3,x2,x3,x3",1.7716083736775154,1.7716083736775154,False
0.4289971537969835,1,0,x3/x2,"div,x3,mul,x2,div,x3,x3",1.7716083736775154,1.7716083736775154,False
0.42899715379698333,1,0,x3/x2,"div,x3,add,x2,sub,add,x5,sub,x3,x5,x3",1.771608373677518,1.771608373677518,False
0.42899689128224827,1,0,x3*(x4 + x5)/(x2*(-x4 + x5)),"mul,div,div,add,x4,mul,div,x5,x3,x3,sub,x5,x4,x2,x3",1.7716121708403407,1.7716121708403407,False
0.4289812972516619,1,0,x3/(x2 - x4),"div,x3,sub,x2,x4",1.7718377474294633,1.7718377474294633,False
0.428979709648417,1,0,x4/x5 + x3/x2,"add,div,x3,x2,div,sub,add,x5,x4,x5,x5",1.77186071474551,1.77186071474551,False
0.42896205393142495,1,0,x3/(x2 - x4*(x1 + x2*x4 - x2 + x3)),"div,x3,sub,x2,mul,add,x1,sub,add,mul,x4,x2,x3,x2,x4",1.7721161554884726,1.7721161554884726,False
0.42877748729842635,1,0,-x1/x3 + x4 + x3/x2,"sub,add,x4,div,x3,x2,div,x1,x3",1.7747888054422238,1.7747888054422238,False
0.4287328557360974,1,0,-x1 + x2*(2*x1*x5 - x2) + x3/x2,"add,div,x3,x2,sub,mul,sub,mul,add,x5,x5,x1,x2,x2,x1",1.7754357487960826,1.7754357487960826,False
0.428693375807092,1,0,(-x4 + x5*(x2 + x3 + x4)/x2)/x5,"div,sub,mul,x5,div,add,add,x3,x4,x2,x2,x4,x5",1.776008228776494,1.776008228776494,False
0.4283515984471188,1,0,2*x1 + (x2 + x3 + x2/(x1*x5))/x2,"add,add,div,add,add,x3,div,div,x2,x1,x5,x2,x2,x1,x1",1.7809724573697245,1.7809724573697245,False
0.4280325542693332,1,0,x1 - x4 + x3/x2,"div,x5,div,x5,add,add,sub,sub,div,x3,x2,x3,x4,x3,x1",1.7856199132410246,1.7856199132410246,False
0.4280239724263696,1,0,-x2 + x3/x2,"sub,div,x3,x2,div,mul,x4,x2,x4",1.7857451027070292,1.7857451027070292,False
0.42802397142656085,1,0,x1*x5*(-x2 + x3)/(x2*x4) - x4,"sub,mul,div,sub,x3,x2,x2,div,mul,x5,x1,x4,x4",1.7857451172925005,1.7857451172925005,False
0.42802397042675183,1,0,-x3**3/x4 - 2*x4 + x3/x2,"sub,sub,sub,div,x3,x2,div,mul,x3,x3,div,x4,x3,x4,x4",1.7857451318779756,1.7857451318779756,False
