r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,nevals
9.746826887130737305e-01,9.745648503303527832e-01,2.620521485805511475e-01,9.731327295303344727e-01,1.609199905395507812e+01,1.655999946594238281e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.420575857162475586e+00,2.133039236068725586e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.683746099472045898e-01,7.096924781799316406e-01,7.000000000000000000e+03
9.746826887130737305e-01,9.743593335151672363e-01,2.561541199684143066e-01,9.719534516334533691e-01,1.619599914550781250e+01,1.456000041961669922e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.434040069580078125e+00,2.171133518218994141e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.663972854614257812e-01,6.819069385528564453e-01,7.500000000000000000e+03
9.746826887130737305e-01,9.742905497550964355e-01,2.949410974979400635e-01,9.739343523979187012e-01,1.630599975585937500e+01,1.776000022888183594e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.421151161193847656e+00,2.092937707901000977e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.734929800033569336e-01,7.521162033081054688e-01,8.000000000000000000e+03
9.746826887130737305e-01,9.743213653564453125e-01,3.021172881126403809e-01,9.728090167045593262e-01,1.614399909973144531e+01,1.612000083923339844e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.433189153671264648e+00,2.155248641967773438e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.704478383064270020e-01,6.066501140594482422e-01,8.500000000000000000e+03
9.746826887130737305e-01,9.741227030754089355e-01,2.569723427295684814e-01,9.715192317962646484e-01,1.605200004577636719e+01,1.607999992370605469e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.434286117553710938e+00,2.180762290954589844e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.646912217140197754e-01,7.509465217590332031e-01,9.000000000000000000e+03
9.746826887130737305e-01,9.745999574661254883e-01,2.774822115898132324e-01,9.731333255767822266e-01,1.627400016784667969e+01,1.736000061035156250e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.428632736206054688e+00,2.140644073486328125e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.712240695953369141e-01,5.944528579711914062e-01,9.500000000000000000e+03
9.746826887130737305e-01,9.741550087928771973e-01,2.700002491474151611e-01,9.730743169784545898e-01,1.618000030517578125e+01,1.484000015258789062e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.431245088577270508e+00,2.143538713455200195e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.698492884635925293e-01,8.289585113525390625e-01,1.000000000000000000e+04
9.746826887130737305e-01,9.745664000511169434e-01,2.691303491592407227e-01,9.736940264701843262e-01,1.651600074768066406e+01,1.403999996185302734e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.430923223495483398e+00,2.190882682800292969e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.723017215728759766e-01,9.036798477172851562e-01,1.050000000000000000e+04
9.746826887130737305e-01,9.745864868164062500e-01,2.921648323535919189e-01,9.737562537193298340e-01,1.619199943542480469e+01,1.560000038146972656e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.428324699401855469e+00,2.185519933700561523e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.723289012908935547e-01,6.250593662261962891e-01,1.100000000000000000e+04
9.746826887130737305e-01,9.743186831474304199e-01,2.979575395584106445e-01,9.737708568572998047e-01,1.615600013732910156e+01,1.639999961853027344e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.433764219284057617e+00,2.146442413330078125e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.727088212966918945e-01,6.118218898773193359e-01,1.150000000000000000e+04
