dataset,target,mse,rmse,mae,mard_pct
train,Cd,0.00031812929197264886,0.017836179298623595,0.01491380380850688,10.416427535553762
test,Cd,0.00023375880910537515,0.015289172937257763,0.012929505039625219,9.814698750095936
train,m_flow_g_s,2.7439337908099843,1.6564823545121101,1.3311345139229467,10.416427535553732
test,m_flow_g_s,1.3388649186658224,1.1570933059463366,0.9891903993050156,9.814698750095909
