_time,n_Fan,P_el_Comp,n_Comp,Q_Kond_outer,Q_Kond_inner,Q_VD,COP_outer,COP_inner,T_eva_in,T_eva_out,T1,T2,T2_dash,T3,T3_a,T3_b,T3_c,T4_dash,T1_dash,m_flow_Comp_Out,m_flow_Kond_Out,density_cond_out,density_ref_cond_out,density_comp_out,density_ref_comp_out,p1,p2,p2_dash,p3,p3_a,p3_c,p4_dash,p1_dash,T_c,T_e,T_con_in,T_con_out,T_cc,T_hyd_rl,T_hyd_vl,V_flow_water,V_flow_air,Superheat_Python,Superheat_VD_out,EEV_opening,Subcooling_3,Subcooling_3a,eta_is,lambda_h,eta_mech,Subcooling_3c,hLevelRec,Superheat_Simulink,hKond_In,hil3/Sensor.hKondOut,hil3/Sensor.sKondIn,sKond_Out,hComp_In,hComp_Out,P_Fan
2025-02-06 12:24:44+01:00,10.0,2282.177734375,105.07354736328125,7.237048149108887,7.295433044433594,5.492265224456787,3.1722092628479004,3.18247652053833,280.98787965774534,278.5555299758911,279.02566995620725,351.22108306884763,342.4627517700195,306.02935256958006,33.12774658203125,31.9931640625,32.53874969482422,288.7703203201294,275.04236986637113,0.01844064521789551,0.01792597770690918,480.4287109375,479.97125244140625,23.405075073242188,22.38263511657715,304107.4514389038,1268310.4515075684,1218261.6233825684,1216186.4280700684,12.082518577575684,12.061766624450684,753906.1546325684,325439.4292831421,308.23850479125974,258.6967090606689,303.0287097930908,308.38054885864256,7.299999237060547,35.15999984741211,29.979999542236328,0.00032339447021484375,2986.170166015625,19.993566513061523,19.777050018310547,10.35698413848877,2.1321423053741455,1.5194389820098877,0.6985715627670288,0.945711076259613,0.8649458885192871,2.053406238555908,269.0531311035156,19.63219451904297,682.3629760742188,286.87554931640625,2.5663177967071533,1.294904351234436,591.8466186523438,699.5460205078125,47.1422119140625
2025-02-06 12:24:46+01:00,10.0,2282.306884765625,105.472412109375,7.249569892883301,7.252784252166748,5.461864948272705,3.1801226139068604,3.181532621383667,280.9478796958923,278.60553016662595,279.02566995620725,351.21108093261716,342.45274963378904,305.9993499755859,33.12774658203125,31.992523193359375,32.54874801635742,288.86032047271726,275.04236986637113,0.018348720550537108,0.01789781379699707,480.4429931640625,479.9039001464844,23.323535919189453,21.748497009277344,297546.1721420288,1267455.9593200684,1220092.6780700684,1216430.5686950684,12.060545921325684,12.087401390075684,763793.8499450684,315429.6636581421,308.1712593078613,259.29776134490965,303.0087093353271,308.38054885864256,7.299999237060547,35.15999984741211,29.979999542236328,0.00032339447021484375,2986.170166015625,20.06777572631836,19.94170570373535,10.284646987915039,2.1421406269073486,1.5109763145446777,0.7000225186347961,0.9317464828491211,0.8641290068626404,2.036463499069214,270.5144348144531,20.134855270385742,682.6578369140625,286.79254150390625,2.5685036182403564,1.29466712474823,592.015625,699.9332275390625,44.346046447753906
2025-02-06 12:24:48+01:00,10.0,2280.787109375,105.41250228881836,7.253492116928101,7.264663934707642,5.466547012329102,3.1808855533599854,3.1857835054397583,280.93787970542905,278.60553016662595,279.02066984176633,351.2160820007324,342.4577507019043,305.9943508148193,33.12274742126465,31.992523193359375,32.54374885559082,288.8153203964233,275.02736988067625,0.018374741554260256,0.017783903121948243,480.43727111816406,479.9249267578125,23.269176483154297,21.930538177490234,297775.0539779663,1268981.8382263184,1220031.6429138184,1213683.9866638184,12.080687522888184,12.068480491638184,754882.7409744263,316345.1910018921,308.2532161712646,259.2609480857849,303.0087093353271,308.37055053710935,7.295000076293945,35.119998931884766,30.0,0.0003232418823242187,2999.785888671875,19.73366928100586,19.973759651184082,10.277179718017578,2.433335542678833,1.5132780075073242,0.6916956901550293,0.924948513507843,0.8666251003742218,2.1078248023986816,269.41505432128906,19.772369384765625,682.4324340820312,286.7758026123047,2.5672801733016968,1.294596016407013,591.9269714355469,699.6633911132812,
2025-02-06 12:24:50+01:00,10.0,2279.267333984375,105.35259246826172,7.2574143409729,7.276543617248535,5.471229076385498,3.1816484928131104,3.1900343894958496,280.9278797149658,278.60553016662595,279.0156697273254,351.22108306884763,342.4627517700195,305.9893516540527,33.11774826049805,31.992523193359375,32.53874969482422,288.7703203201294,275.01236989498136,0.0184007625579834,0.017669992446899416,480.4315490722656,479.9459533691406,23.21481704711914,22.112579345703125,298003.9358139038,1270507.7171325684,1219970.6077575684,1210937.4046325684,12.100829124450684,12.049559593200684,745971.6320037842,317260.7183456421,308.33517303466795,259.22413482666013,303.0087093353271,308.36055221557615,7.287499904632568,35.13999938964844,29.959999084472656,0.0003232418823242187,3001.832763671875,19.39956283569336,20.005813598632812,10.269712448120117,2.7245304584503174,1.5155797004699707,0.6833688616752625,0.9181505441665649,0.8691211938858032,2.1791861057281494,268.315673828125,19.409883499145508,682.20703125,286.7590637207031,2.566056728363037,1.294524908065796,591.8383178710938,699.3935546875,44.68721008300781
2025-02-06 12:24:52+01:00,10.0,2286.08642578125,105.28790283203125,7.226805686950684,7.278554439544678,5.475879192352295,3.152148485183716,3.180661916732788,280.7878798484802,278.5055297851562,278.9956697463989,351.21108093261716,342.4827484130859,305.9893516540527,33.12774658203125,31.998870849609375,32.51874923706055,288.7503198623657,274.99236991405485,0.0184007625579834,0.017669992446899416,480.4315490722656,479.9861755371094,23.21481704711914,22.575944900512695,301208.2815170288,1267333.8890075684,1221435.4515075684,1217040.9202575684,12.098387718200684,12.092284202575684,741210.8898162842,309326.1480331421,307.96064987182615,259.20204677581785,303.0287097930908,308.37055053710935,7.287499904632568,35.13999938964844,29.979999542236328,0.00032319101969401044,3014.2470703125,19.72441864013672,19.479999542236328,10.303022384643555,2.503376007080078,1.5521310567855835,0.6902601718902588,0.9311688542366028,0.8663568496704102,2.036463499069214,270.3642272949219,19.90709686279297,682.3987426757812,286.7607116699219,2.5614280700683594,1.2943865060806274,591.6921997070312,699.4705810546875,43.25483703613281
2025-02-06 12:24:54+01:00,10.0,2281.5341796875,105.23593139648438,7.275330543518066,7.277052879333496,5.474433898925781,3.1934733390808105,3.1942293643951416,280.7878798484802,278.395530128479,278.9856699943542,351.21108093261716,342.45274963378904,306.0093521118164,33.14774703979492,31.990447998046875,32.51874923706055,288.6903203964233,274.97236993312833,0.018412504196166992,0.01750409698486328,480.4449157714844,479.8866882324219,23.332595825195312,22.024009704589844,302047.5149154663,1272704.9827575684,1230468.6546325684,1223754.7874450684,12.077635765075684,12.072752952575684,755370.9983825684,323730.4449081421,308.3896011352539,258.9427541732788,303.0287097930908,308.38054885864256,7.277499198913574,35.13999938964844,29.94999885559082,0.0003233436075846354,2966.725341796875,19.624025344848633,20.298559188842773,10.264572143554688,1.8289850950241089,1.4347560405731201,0.6934301257133484,0.9220568537712097,0.8684923648834229,2.094578266143799,267.5098876953125,19.535381317138672,682.4279174804688,286.7937316894531,2.5667192935943604,1.2947025299072266,591.9600830078125,699.585205078125,46.24118423461914
2025-02-06 12:24:56+01:00,10.0,2279.3271484375,105.18907165527344,7.27656626701355,7.290897369384766,5.486043214797974,3.194037079811096,3.200327754020691,280.7528797626495,278.3405300617218,278.97066988945005,351.23108139038084,342.4677490234375,306.00435104370115,33.14774703979492,31.991317749023438,32.54374885559082,288.6853202819824,274.95736994743345,0.0184433012008667,0.017553329467773438,480.44444274902344,479.9308166503906,23.293733596801758,21.951958656311035,301399.01638031006,1270141.5061950684,1223754.7874450684,1225952.0530700684,12.079466819763184,12.070921897888184,758178.6155700684,321899.3902206421,308.3203586578369,259.07976331710813,303.01870956420896,308.38054885864256,7.272500038146973,35.119998931884766,29.959999084472656,0.00032364878336588545,2939.2265625,19.794761657714844,20.293559074401855,10.343703746795654,1.9971522688865662,1.460168480873108,0.6938142478466034,0.9327290952205658,0.8709163665771484,2.095159888267517,267.8786315917969,19.700109481811523,682.4972839355469,286.7772521972656,2.5672566890716553,1.2945838570594788,591.7908325195312,699.6762084960938,
2025-02-06 12:24:58+01:00,10.0,2277.1201171875,105.1422119140625,7.277801990509033,7.304741859436035,5.497652530670166,3.194600820541382,3.2064261436462402,280.7178796768188,278.2855299949646,278.9556697845459,351.2510818481445,342.4827484130859,305.9993499755859,33.14774703979492,31.9921875,32.568748474121094,288.6803201675415,274.94236996173856,0.018474098205566405,0.017602561950683594,480.4439697265625,479.9749450683594,23.254871368408203,21.879907608032227,300750.5178451538,1267578.0296325684,1217040.9202575684,1228149.3186950684,12.081297874450684,12.069090843200684,760986.2327575684,320068.3355331421,308.2511161804199,259.2167724609375,303.0087093353271,308.38054885864256,7.2699995040893555,35.119998931884766,29.979999542236328,0.00032278408474392363,2969.7509765625,19.965497970581055,20.288558959960938,10.422835350036621,2.1653194427490234,1.4855809211730957,0.6941983699798584,0.9434013366699219,0.873340368270874,2.0957415103912354,268.24737548828125,19.864837646484375,682.566650390625,286.7607727050781,2.56779408454895,1.294465184211731,591.62158203125,699.7672119140625,44.52356719970703
2025-02-06 12:25:00+01:00,10.0,2271.6474609375,105.39891052246094,7.259527206420898,7.2324042320251465,5.437493801116943,3.1931567192077637,3.1812264919281006,280.6578797340393,278.2755302429199,278.9456700325012,351.22108306884763,342.4827484130859,305.97934951782224,33.14774703979492,31.996307373046875,32.54874801635742,288.6203197479248,274.90236988067625,0.018301036834716795,0.017554174423217772,480.4425354003906,479.9811706542969,23.263931274414062,22.158451080322266,302276.3967514038,1265991.1155700684,1215576.0765075684,1225341.7015075684,12.080077171325684,12.047118186950684,751342.6780700684,317260.7183456421,308.32256546020506,258.6069759368896,303.0287097930908,308.36055221557615,7.247499465942383,35.119998931884766,29.979999542236328,0.0003235470581054687,2991.553955078125,19.3761043548584,19.97777557373047,10.415619850158691,2.5911049842834473,1.4813472032546997,0.6903902292251587,0.9125723838806152,0.8656737804412842,2.0788111686706543,268.2746887207031,20.383560180664062,681.9510498046875,286.76007080078125,2.566117763519287,1.2943412065505981,591.724365234375,699.4154663085938,46.108245849609375
2025-02-06 12:25:02+01:00,10.0,2278.408203125,105.13138580322266,7.231362819671631,7.242170810699463,5.443750858306885,3.172860860824585,3.1860125064849854,280.6078800201416,278.1755298614502,278.93566980361936,351.2510818481445,342.50275268554685,305.9893516540527,33.14774703979492,32.004974365234375,32.54874801635742,288.6803201675415,274.88236989974973,0.018293901443481444,0.01787983703613281,480.4134521484375,479.97430419921875,23.30636978149414,22.06034278869629,297698.7600326538,1275756.7405700684,1224975.4905700684,1221801.6624450684,12.070311546325684,12.054442405700684,752197.1702575684,316162.0855331421,308.19647827148435,258.8013986587524,303.0087093353271,308.3405517578125,7.244999885559082,35.119998931884766,30.0,0.0003238013712565104,2954.933837890625,20.383508682250977,20.248506546020508,10.320598602294922,2.143242835998535,1.4517027139663696,0.689254641532898,0.929408848285675,0.8695797324180603,1.984086036682129,268.82098388671875,19.79225730895996,682.7111206054688,286.6793212890625,2.5685112476348877,1.2942745685577393,591.8516235351562,699.8165893554688,46.068321228027344
